video,frame,timestamp,x_cm,y_cm,robot_yaw,interpolated
Camo 录像 2026-01-27 01-10-21,96,3.2,69.03717,101.46214,133.38,0.0
Camo 录像 2026-01-27 01-10-21,97,3.2333333333333334,69.44258,102.15744,130.88,0.0
Camo 录像 2026-01-27 01-10-21,98,3.2666666666666666,69.74644,102.66687,127.75999999999999,0.0
Camo 录像 2026-01-27 01-10-21,99,3.3,70.08427,103.69255,124.71000000000004,0.0
Camo 录像 2026-01-27 01-10-21,100,3.3333333333333335,70.1918,103.99689,120.06,0.0
Camo 录像 2026-01-27 01-10-21,101,3.3666666666666667,70.49264,105.22395,117.17000000000002,0.0
Camo 录像 2026-01-27 01-10-21,102,3.4,70.58903,105.92015,113.71000000000004,0.0
Camo 录像 2026-01-27 01-10-21,103,3.433333333333333,70.53178,106.34898,109.49000000000001,0.0
Camo 录像 2026-01-27 01-10-21,104,3.466666666666667,70.52514,107.27646,105.69999999999999,0.0
Camo 录像 2026-01-27 01-10-21,105,3.5,70.42929,108.05965,101.92000000000002,0.0
Camo 录像 2026-01-27 01-10-21,106,3.533333333333333,70.34873,109.18439,95.90999999999997,0.0
Camo 录像 2026-01-27 01-10-21,107,3.566666666666667,70.190155,110.1889,91.13,0.0
Camo 录像 2026-01-27 01-10-21,108,3.6,69.96544,111.133865,86.63999999999999,0.0
Camo 录像 2026-01-27 01-10-21,109,3.6333333333333333,69.56339,111.32672,78.94999999999999,0.0
Camo 录像 2026-01-27 01-10-21,110,3.6666666666666665,69.2855,112.44971,74.04000000000002,0.0
Camo 录像 2026-01-27 01-10-21,111,3.7,68.862206,113.129486,70.75,0.0
Camo 录像 2026-01-27 01-10-21,112,3.7333333333333334,68.41312,113.8956,70.81,0.0
Camo 录像 2026-01-27 01-10-21,113,3.7666666666666666,67.912254,114.35547,62.03,0.0
Camo 录像 2026-01-27 01-10-21,114,3.8,67.342445,114.866516,58.72,0.0
Camo 录像 2026-01-27 01-10-21,115,3.8333333333333335,66.808014,115.658585,55.75999999999999,0.0
Camo 录像 2026-01-27 01-10-21,116,3.8666666666666667,66.232925,116.22885,53.28,0.0
Camo 录像 2026-01-27 01-10-21,117,3.9,65.63272,116.798416,55.94,0.0
Camo 录像 2026-01-27 01-10-21,118,3.933333333333333,65.00543,117.14548,54.650000000000006,0.0
Camo 录像 2026-01-27 01-10-21,119,3.966666666666667,64.53664,117.844666,48.670000000000016,0.0
Camo 录像 2026-01-27 01-11-15,0,0.0,61.0,61.0,90.0,0.0
Camo 录像 2026-01-27 01-11-15,1,0.03333333333333333,60.99297,61.04855,89.75,0.0
Camo 录像 2026-01-27 01-11-15,2,0.06666666666666667,60.976692,61.064144,89.25999999999999,0.0
Camo 录像 2026-01-27 01-11-15,3,0.1,60.89377,61.097477,88.47000000000003,0.0
Camo 录像 2026-01-27 01-11-15,4,0.13333333333333333,60.768074,61.151073,87.63999999999999,0.0
Camo 录像 2026-01-27 01-11-15,5,0.16666666666666666,60.62047,61.156845,86.77999999999997,0.0
Camo 录像 2026-01-27 01-11-15,6,0.2,60.39607,61.17366,85.94,0.0
Camo 录像 2026-01-27 01-11-15,7,0.23333333333333334,60.126045,61.192265,85.45999999999998,0.0
Camo 录像 2026-01-27 01-11-15,8,0.26666666666666666,59.840664,61.125515,84.69,0.0
Camo 录像 2026-01-27 01-11-15,9,0.3,59.533005,61.08006,84.0,0.0
Camo 录像 2026-01-27 01-11-15,10,0.3333333333333333,59.22732,60.988895,83.63,0.0
Camo 录像 2026-01-27 01-11-15,11,0.36666666666666664,58.96252,60.883736,84.0,0.0
Camo 录像 2026-01-27 01-11-15,12,0.4,58.7445,60.803688,84.75,0.0
Camo 录像 2026-01-27 01-11-15,13,0.43333333333333335,58.55207,60.68672,86.17000000000002,0.0
Camo 录像 2026-01-27 01-11-15,14,0.4666666666666667,58.4369,60.565105,87.95999999999998,0.0
Camo 录像 2026-01-27 01-11-15,15,0.5,58.403008,60.480907,90.63999999999999,0.0
Camo 录像 2026-01-27 01-11-15,16,0.5333333333333333,58.46046,60.422386,94.03999999999996,0.0
Camo 录像 2026-01-27 01-11-15,17,0.5666666666666667,58.608864,60.445873,98.0,0.0
Camo 录像 2026-01-27 01-11-15,18,0.6,58.76508,60.5434,101.49000000000001,0.0
Camo 录像 2026-01-27 01-11-15,19,0.6333333333333333,59.109,60.786583,106.13,0.0
Camo 录像 2026-01-27 01-11-15,20,0.6666666666666666,59.566875,61.13965,111.13,0.0
Camo 录像 2026-01-27 01-11-15,21,0.7,60.175472,61.486176,117.07,0.0
Camo 录像 2026-01-27 01-11-15,22,0.7333333333333333,60.808502,61.89511,121.70999999999998,0.0
Camo 录像 2026-01-27 01-11-15,23,0.7666666666666667,61.51229,62.236717,127.18,0.0
Camo 录像 2026-01-27 01-11-15,24,0.8,62.211327,62.558723,131.56,0.0
Camo 录像 2026-01-27 01-11-15,25,0.8333333333333334,62.922516,62.829674,135.76999999999998,0.0
Camo 录像 2026-01-27 01-11-15,26,0.8666666666666667,63.61626,63.113132,139.23000000000002,0.0
Camo 录像 2026-01-27 01-11-15,27,0.9,64.34755,63.368565,141.76,0.0
Camo 录像 2026-01-27 01-11-15,28,0.9333333333333333,65.060684,63.63444,143.28999999999996,0.0
Camo 录像 2026-01-27 01-11-15,29,0.9666666666666667,65.76691,63.879337,144.46000000000004,0.0
Camo 录像 2026-01-27 01-11-15,30,1.0,66.4178,64.147064,144.75,0.0
Camo 录像 2026-01-27 01-11-15,31,1.0333333333333334,66.96672,64.40137,144.48000000000002,0.0
Camo 录像 2026-01-27 01-11-15,32,1.0666666666666667,67.60591,64.62758,144.04999999999995,0.0
Camo 录像 2026-01-27 01-11-15,33,1.1,68.11911,64.888855,142.88,0.0
Camo 录像 2026-01-27 01-11-15,34,1.1333333333333333,68.64383,65.1883,141.77999999999997,0.0
Camo 录像 2026-01-27 01-11-15,35,1.1666666666666667,69.158966,65.53891,139.86,0.0
Camo 录像 2026-01-27 01-11-15,36,1.2,69.53819,65.93996,137.01,0.0
Camo 录像 2026-01-27 01-11-15,37,1.2333333333333334,69.93526,66.37421,134.07,0.0
